emp_no,first_name,last_name,title,from_date,to_date,dept_name
228685,Peer,Zolotykh,Senior Staff,2002-03-04,1999-01-01,Sales
228685,Peer,Zolotykh,Staff,1995-03-04,2002-03-04,Sales
228691,Ortrud,Paciorek,Engineer,1985-05-31,1991-05-31,Production
228691,Ortrud,Paciorek,Senior Engineer,1991-05-31,1999-01-01,Production
228693,Hideo,Kakkad,Engineer,1995-02-19,2000-02-19,Production
228693,Hideo,Kakkad,Senior Engineer,2000-02-19,1999-01-01,Production
228716,Sukumar,Rajcani,Senior Engineer,1999-03-14,1999-01-01,Development
228725,Edwin,Navazio,Senior Engineer,1988-02-12,1999-01-01,Production
228755,Kazuhira,Angot,Engineer,1986-01-10,1995-01-10,Production
228755,Kazuhira,Angot,Senior Engineer,1995-01-10,1999-01-01,Production
228757,Kazuhiko,Lanteri,Engineer,1991-04-10,1998-04-10,Production
228757,Kazuhiko,Lanteri,Senior Engineer,1998-04-10,1999-01-01,Production
228758,Aksel,Thummel,Engineer,1990-08-26,1996-08-25,Quality Management
228758,Aksel,Thummel,Senior Engineer,1996-08-25,1999-01-01,Quality Management
228758,Aksel,Thummel,Engineer,1990-08-26,1996-08-25,Production
228758,Aksel,Thummel,Senior Engineer,1996-08-25,1999-01-01,Production
228774,Xinan,Klyachko,Engineer,1989-02-05,1995-02-05,Development
228774,Xinan,Klyachko,Senior Engineer,1995-02-05,1999-01-01,Development
228778,Yoshinari,Rettelbach,Senior Staff,1995-08-31,1999-01-01,Research
228778,Yoshinari,Rettelbach,Staff,1988-08-30,1995-08-31,Research
228790,Djenana,Felder,Engineer,1986-06-27,1995-06-27,Development
228790,Djenana,Felder,Senior Engineer,1995-06-27,1999-01-01,Development
228823,Mayuko,Gimbel,Engineer,1999-05-11,1999-01-01,Development
228829,Guiseppe,Lagarias,Engineer,1992-09-02,2000-09-02,Development
228829,Guiseppe,Lagarias,Senior Engineer,2000-09-02,1999-01-01,Development
228853,Mayumi,Basawa,Engineer,1999-11-04,1999-01-01,Quality Management
228853,Mayumi,Basawa,Engineer,1999-11-04,1999-01-01,Development
228858,Barton,Emmerich,Senior Engineer,1990-11-27,1999-01-01,Production
228861,KayLiang,Siksek,Senior Staff,1997-04-19,1999-01-01,Sales
228861,KayLiang,Siksek,Staff,1988-04-19,1997-04-19,Sales
228861,KayLiang,Siksek,Senior Staff,1997-04-19,1999-01-01,Marketing
228861,KayLiang,Siksek,Staff,1988-04-19,1997-04-19,Marketing
228889,Mircea,Frolund,Engineer,1986-05-18,1992-05-17,Development
228889,Mircea,Frolund,Senior Engineer,1992-05-17,1999-01-01,Development
228895,Ugo,Fontan,Staff,1999-07-09,1999-01-01,Sales
228928,Yahiko,Panwar,Senior Staff,1996-09-22,1999-01-01,Customer Service
228928,Yahiko,Panwar,Staff,1987-09-23,1996-09-22,Customer Service
228929,Pascal,Borovoy,Engineer,1988-10-15,1993-10-15,Development
228929,Pascal,Borovoy,Senior Engineer,1993-10-15,1999-01-01,Development
228944,Tzu,Hmelo,Engineer,1987-10-24,1992-10-23,Development
228944,Tzu,Hmelo,Senior Engineer,1992-10-23,1999-01-01,Development
228960,Eberhardt,Halevi,Staff,1999-02-04,1999-01-01,Marketing
228961,Xiaoshan,Poupard,Senior Engineer,1996-10-15,1999-01-01,Development
228972,Amalendu,Heiserman,Engineer,1985-07-18,1994-07-18,Production
228972,Amalendu,Heiserman,Senior Engineer,1994-07-18,1999-01-01,Production
228973,Cheong,Nations,Assistant Engineer,1985-10-21,1993-10-21,Development
228973,Cheong,Nations,Engineer,1993-10-21,2001-10-21,Development
228973,Cheong,Nations,Senior Engineer,2001-10-21,1999-01-01,Development
228982,Alagu,Ramsak,Senior Staff,1990-04-03,1999-01-01,Sales
228982,Alagu,Ramsak,Staff,1985-04-03,1990-04-03,Sales
228990,Arup,Reeken,Engineer,1991-10-10,2000-10-09,Production
228990,Arup,Reeken,Senior Engineer,2000-10-09,1999-01-01,Production
228993,Kristine,Marrevee,Engineer,1988-11-25,1996-11-25,Production
228993,Kristine,Marrevee,Senior Engineer,1996-11-25,1999-01-01,Production
228999,Fen,Birsak,Engineer,1997-08-13,1999-01-01,Development
229024,Holgard,Rajaraman,Senior Staff,1993-01-29,1999-01-01,Marketing
229024,Holgard,Rajaraman,Staff,1987-01-30,1993-01-29,Marketing
229028,Rasiah,Whittlesey,Engineer,1998-09-04,1999-01-01,Quality Management
229028,Rasiah,Whittlesey,Engineer,1998-09-04,1999-01-01,Production
229046,Fabrizio,Denti,Senior Staff,1997-10-18,1999-01-01,Sales
229046,Fabrizio,Denti,Staff,1988-10-18,1997-10-18,Sales
229049,Alois,Denis,Assistant Engineer,1985-07-24,1992-07-24,Production
229049,Alois,Denis,Engineer,1992-07-24,1999-07-25,Production
229049,Alois,Denis,Senior Engineer,1999-07-25,1999-01-01,Production
229058,Barry,Zykh,Senior Staff,2001-01-06,1999-01-01,Marketing
229058,Barry,Zykh,Staff,1993-01-06,2001-01-06,Marketing
229061,Chinhyun,Lorho,Senior Staff,2000-02-12,1999-01-01,Marketing
229061,Chinhyun,Lorho,Staff,1994-02-12,2000-02-12,Marketing
229069,Lucian,Crelier,Engineer,1987-10-27,1995-10-27,Development
229069,Lucian,Crelier,Senior Engineer,1995-10-27,1999-01-01,Development
229070,Takushi,Cairo,Assistant Engineer,1993-07-29,1999-07-29,Quality Management
229070,Takushi,Cairo,Engineer,1999-07-29,1999-01-01,Quality Management
229088,Kasidit,Servieres,Engineer,1992-01-11,2000-01-11,Production
229088,Kasidit,Servieres,Senior Engineer,2000-01-11,1999-01-01,Production
229092,Fumiya,Morrin,Assistant Engineer,1992-07-10,1998-07-10,Quality Management
229092,Fumiya,Morrin,Engineer,1998-07-10,1999-01-01,Quality Management
229092,Fumiya,Morrin,Assistant Engineer,1992-07-10,1998-07-10,Production
229092,Fumiya,Morrin,Engineer,1998-07-10,1999-01-01,Production
229111,Satoru,Schiper,Senior Engineer,1989-10-20,1999-01-01,Customer Service
229111,Satoru,Schiper,Senior Engineer,1989-10-20,1999-01-01,Production
229122,Masasuke,Lichtner,Senior Staff,1988-09-22,1999-01-01,Customer Service
229126,Leszek,Kolvik,Senior Staff,1998-05-04,1999-01-01,Human Resources
229126,Leszek,Kolvik,Staff,1991-05-04,1998-05-04,Human Resources
229137,Susanta,Prenel,Technique Leader,1986-05-28,1999-01-01,Quality Management
229137,Susanta,Prenel,Technique Leader,1986-05-28,1999-01-01,Development
229147,Eberhardt,Birke,Senior Staff,1996-08-29,1999-01-01,Human Resources
229147,Eberhardt,Birke,Staff,1988-08-29,1996-08-29,Human Resources
229155,Gino,Glowinski,Staff,1999-01-23,1999-01-01,Human Resources
229155,Gino,Glowinski,Staff,1999-01-23,1999-01-01,Marketing
229163,Susuma,Wroclawski,Senior Staff,1993-03-11,1999-01-01,Sales
229163,Susuma,Wroclawski,Senior Staff,1993-03-11,1999-01-01,Marketing
229164,Lena,Papastamatiou,Senior Engineer,1989-09-22,1999-01-01,Production
229182,Georg,Bail,Technique Leader,1988-04-05,1999-01-01,Production
229196,Shin,Gewali,Senior Staff,1996-05-14,1999-01-01,Customer Service
229196,Shin,Gewali,Staff,1987-05-15,1996-05-14,Customer Service
229208,Patricio,Christianini,Senior Staff,1987-05-05,1999-01-01,Sales
229216,Becky,Muniz,Senior Staff,1994-12-30,1999-01-01,Human Resources
229225,Clyde,McClure,Senior Engineer,1997-06-03,1999-01-01,Development
229231,Oscar,Toyoshima,Senior Engineer,1999-05-04,1999-01-01,Development
229240,Sachar,Kugler,Senior Engineer,1988-12-21,1999-01-01,Development
229249,Debatosh,Sgarro,Engineer,1992-07-15,1999-07-16,Quality Management
229249,Debatosh,Sgarro,Senior Engineer,1999-07-16,1999-01-01,Quality Management
229249,Debatosh,Sgarro,Engineer,1992-07-15,1999-07-16,Production
229249,Debatosh,Sgarro,Senior Engineer,1999-07-16,1999-01-01,Production
229255,George,Nannarelli,Engineer,1991-05-29,1998-05-29,Quality Management
229255,George,Nannarelli,Senior Engineer,1998-05-29,1999-01-01,Quality Management
229259,Georgi,Narahari,Engineer,1985-07-23,1991-07-23,Development
229259,Georgi,Narahari,Senior Engineer,1991-07-23,1999-01-01,Development
229259,Georgi,Narahari,Engineer,1985-07-23,1991-07-23,Production
229259,Georgi,Narahari,Senior Engineer,1991-07-23,1999-01-01,Production
229266,Cathie,Munck,Engineer,1994-01-25,2000-01-25,Production
229266,Cathie,Munck,Senior Engineer,2000-01-25,1999-01-01,Production
229271,Kiyokazu,Schapiro,Senior Staff,1995-09-07,1999-01-01,Customer Service
229271,Kiyokazu,Schapiro,Staff,1986-09-07,1995-09-07,Customer Service
229281,Hitomi,Solovay,Engineer,1988-01-26,1996-01-26,Development
229281,Hitomi,Solovay,Senior Engineer,1996-01-26,1999-01-01,Development
229307,Padma,Peroz,Engineer,1985-02-10,1994-02-10,Development
229307,Padma,Peroz,Senior Engineer,1994-02-10,1999-01-01,Development
229317,Fumiya,Wegerle,Engineer,1985-06-05,1991-06-05,Development
229317,Fumiya,Wegerle,Senior Engineer,1991-06-05,1999-01-01,Development
229335,Hilary,Chinin,Engineer,1987-10-23,1995-10-23,Production
229335,Hilary,Chinin,Senior Engineer,1995-10-23,1999-01-01,Production
229340,Gor,Gadepally,Senior Engineer,1986-01-07,1999-01-01,Quality Management
229347,Sedat,Hiltgen,Engineer,1999-04-29,1999-01-01,Production
229367,Oscar,Katzenelson,Senior Staff,1991-03-14,1999-01-01,Sales
229367,Oscar,Katzenelson,Staff,1986-03-14,1991-03-14,Sales
229367,Oscar,Katzenelson,Senior Staff,1991-03-14,1999-01-01,Marketing
229367,Oscar,Katzenelson,Staff,1986-03-14,1991-03-14,Marketing
229368,Chuanti,Marrevee,Senior Staff,1999-02-01,1999-01-01,Sales
229368,Chuanti,Marrevee,Staff,1992-02-01,1999-02-01,Sales
229377,Herb,Slutz,Engineer,1988-04-19,1996-04-19,Development
229377,Herb,Slutz,Senior Engineer,1996-04-19,1999-01-01,Development
229385,Kwangjo,Guardalben,Staff,1995-01-17,1999-01-01,Research
229415,Abdelghani,Ibel,Engineer,1987-03-03,1992-03-02,Development
229415,Abdelghani,Ibel,Senior Engineer,1992-03-02,1999-01-01,Development
229418,Uri,Sanella,Senior Engineer,1985-05-02,1999-01-01,Quality Management
229423,Stafford,Murtafg,Senior Staff,1991-05-07,1999-01-01,Sales
229423,Stafford,Murtafg,Staff,1985-05-07,1991-05-07,Sales
229423,Stafford,Murtafg,Senior Staff,1991-05-07,1999-01-01,Marketing
229423,Stafford,Murtafg,Staff,1985-05-07,1991-05-07,Marketing
229435,Arnd,Kading,Engineer,1988-07-02,1994-07-02,Development
229435,Arnd,Kading,Senior Engineer,1994-07-02,1999-01-01,Development
229443,Mohammad,Hedayat,Senior Engineer,1995-12-23,1999-01-01,Customer Service
229443,Mohammad,Hedayat,Senior Engineer,1995-12-23,1999-01-01,Production
229444,Zeljko,Rijsenbrij,Senior Staff,1993-01-25,1999-01-01,Finance
229444,Zeljko,Rijsenbrij,Staff,1988-01-26,1993-01-25,Finance
229446,Kazuhiko,Gadepally,Engineer,1988-11-15,1996-11-15,Production
229446,Kazuhiko,Gadepally,Senior Engineer,1996-11-15,1999-01-01,Production
229449,Poornachandra,Valtorta,Engineer,1997-10-19,1999-01-01,Production
229450,Debatosh,Tramer,Technique Leader,1987-06-01,1999-01-01,Production
229461,Berto,Raczkowsky,Senior Staff,2002-06-02,1999-01-01,Customer Service
229461,Berto,Raczkowsky,Staff,1996-06-02,2002-06-02,Customer Service
229461,Berto,Raczkowsky,Senior Staff,2002-06-02,1999-01-01,Sales
229461,Berto,Raczkowsky,Staff,1996-06-02,2002-06-02,Sales
229466,Monique,Schaft,Engineer,1994-07-18,2001-07-18,Development
229466,Monique,Schaft,Senior Engineer,2001-07-18,1999-01-01,Development
229469,Rosalie,Terkki,Engineer,1987-11-29,1995-11-29,Production
229469,Rosalie,Terkki,Senior Engineer,1995-11-29,1999-01-01,Production
229470,Teunis,Bala,Senior Staff,1988-08-27,1999-01-01,Customer Service
229470,Teunis,Bala,Senior Staff,1988-08-27,1999-01-01,Marketing
229477,Barry,Kusakari,Senior Staff,1994-02-19,1999-01-01,Research
229477,Barry,Kusakari,Staff,1987-02-19,1994-02-19,Research
229480,Franziska,Passafiume,Engineer,1994-10-12,1999-01-01,Development
229480,Franziska,Passafiume,Engineer,1994-10-12,1999-01-01,Production
229481,Shimshon,Conti,Senior Staff,1991-04-13,1999-01-01,Sales
229481,Shimshon,Conti,Staff,1985-04-13,1991-04-13,Sales
229487,Siamak,Keirsey,Engineer,1988-12-21,1997-12-21,Production
229487,Siamak,Keirsey,Senior Engineer,1997-12-21,1999-01-01,Production
229513,Trygve,Lienhardt,Technique Leader,1989-10-15,1999-01-01,Development
229516,Susanta,Gischer,Engineer,1985-09-13,1994-09-13,Development
229516,Susanta,Gischer,Senior Engineer,1994-09-13,1999-01-01,Development
229539,Torsten,Kawashima,Senior Staff,1993-04-28,1999-01-01,Sales
229539,Torsten,Kawashima,Staff,1988-04-28,1993-04-28,Sales
229541,Maya,Rosenbaum,Senior Staff,1991-08-23,1999-01-01,Finance
229541,Maya,Rosenbaum,Staff,1985-08-23,1991-08-23,Finance
229549,Ekawit,DasSarma,Engineer,1997-12-13,1999-01-01,Development
229552,Utpal,Shackel,Senior Staff,1995-01-26,1999-01-01,Sales
229552,Utpal,Shackel,Staff,1988-01-26,1995-01-26,Sales
229569,Kannan,Merel,Engineer,1995-12-14,2001-12-13,Development
229569,Kannan,Merel,Senior Engineer,2001-12-13,1999-01-01,Development
229571,Masanao,Pappas,Engineer,1990-07-14,1996-07-13,Development
229571,Masanao,Pappas,Senior Engineer,1996-07-13,1999-01-01,Development
229578,Bernt,Ariola,Senior Staff,1988-07-15,1999-01-01,Sales
229579,Reinhard,Aumann,Engineer,1988-02-07,1996-02-07,Development
229579,Reinhard,Aumann,Senior Engineer,1996-02-07,1999-01-01,Development
229587,Leucio,Zucker,Engineer,1986-05-28,1994-05-28,Quality Management
229587,Leucio,Zucker,Senior Engineer,1994-05-28,1999-01-01,Quality Management
229612,Chuanti,Vidal,Senior Engineer,1988-02-14,1999-01-01,Quality Management
229612,Chuanti,Vidal,Senior Engineer,1988-02-14,1999-01-01,Development
229620,Arun,Shackell,Senior Staff,1991-02-07,1999-01-01,Sales
229620,Arun,Shackell,Staff,1986-02-07,1991-02-07,Sales
229627,Samphel,Uehara,Senior Staff,2001-04-16,1999-01-01,Customer Service
229627,Samphel,Uehara,Staff,1996-04-16,2001-04-16,Customer Service
229649,DAIDA,Montresor,Engineer,1994-05-29,2002-05-29,Development
229649,DAIDA,Montresor,Senior Engineer,2002-05-29,1999-01-01,Development
229649,DAIDA,Montresor,Engineer,1994-05-29,2002-05-29,Production
229649,DAIDA,Montresor,Senior Engineer,2002-05-29,1999-01-01,Production
229686,Leni,Piazza,Technique Leader,1986-02-22,1999-01-01,Development
229701,Xinglin,Nollmann,Engineer,1985-05-13,1994-05-13,Quality Management
229701,Xinglin,Nollmann,Senior Engineer,1994-05-13,1999-01-01,Quality Management
229717,Sivanarayana,Baig,Senior Staff,1993-07-05,1999-01-01,Finance
229717,Sivanarayana,Baig,Staff,1985-07-05,1993-07-05,Finance
229740,Chrisa,Walston,Engineer,1987-06-09,1992-06-08,Quality Management
229740,Chrisa,Walston,Senior Engineer,1992-06-08,1999-01-01,Quality Management
229742,Aran,Lundstrom,Assistant Engineer,1988-05-03,1996-05-03,Quality Management
229742,Aran,Lundstrom,Engineer,1996-05-03,1999-01-01,Quality Management
229742,Aran,Lundstrom,Assistant Engineer,1988-05-03,1996-05-03,Production
229742,Aran,Lundstrom,Engineer,1996-05-03,1999-01-01,Production
229745,Mohd,Ventosa,Engineer,1993-03-28,1999-03-28,Production
229745,Mohd,Ventosa,Senior Engineer,1999-03-28,1999-01-01,Production
229761,Amalendu,Garnham,Senior Staff,1995-12-23,1999-01-01,Sales
229761,Amalendu,Garnham,Staff,1988-12-22,1995-12-23,Sales
229761,Amalendu,Garnham,Senior Staff,1995-12-23,1999-01-01,Marketing
229761,Amalendu,Garnham,Staff,1988-12-22,1995-12-23,Marketing
229779,Mahmut,Kohling,Senior Staff,1987-06-26,1999-01-01,Human Resources
229798,Patricio,Soicher,Engineer,1990-03-06,1997-03-06,Production
229798,Patricio,Soicher,Senior Engineer,1997-03-06,1999-01-01,Production
229810,Katsuo,Attimonelli,Engineer,1988-11-09,1995-11-10,Development
229810,Katsuo,Attimonelli,Senior Engineer,1995-11-10,1999-01-01,Development
229815,Atreyi,Tsukune,Engineer,1987-11-22,1992-11-21,Development
229815,Atreyi,Tsukune,Senior Engineer,1992-11-21,1999-01-01,Development
229819,Zhenbing,Delgrande,Technique Leader,1988-09-09,1999-01-01,Development
229822,Vidya,Basagni,Engineer,1986-10-19,1991-10-19,Development
229822,Vidya,Basagni,Senior Engineer,1991-10-19,1999-01-01,Development
229839,Bojan,Kermarrec,Engineer,1986-10-11,1992-10-10,Production
229839,Bojan,Kermarrec,Senior Engineer,1992-10-10,1999-01-01,Production
229846,Ibibia,Melton,Senior Engineer,1999-06-10,1999-01-01,Development
229853,Mantis,Atchley,Engineer,1990-04-18,1997-04-18,Quality Management
229853,Mantis,Atchley,Senior Engineer,1997-04-18,1999-01-01,Quality Management
229858,Giri,Dulin,Senior Staff,1993-05-24,1999-01-01,Research
229858,Giri,Dulin,Staff,1987-05-25,1993-05-24,Research
229860,Ingmar,Sewelson,Senior Staff,1996-07-08,1999-01-01,Research
229860,Ingmar,Sewelson,Staff,1988-07-08,1996-07-08,Research
229867,Jasminko,Merkl,Senior Engineer,1988-12-19,1999-01-01,Development
229867,Jasminko,Merkl,Senior Engineer,1988-12-19,1999-01-01,Production
229878,Guangming,Asser,Senior Staff,1992-05-29,1999-01-01,Marketing
229878,Guangming,Asser,Staff,1987-05-30,1992-05-29,Marketing
229903,Hausi,Callaway,Assistant Engineer,1997-04-27,1999-01-01,Development
229905,Moss,Trumbly,Engineer,1987-10-16,1992-10-15,Development
229905,Moss,Trumbly,Senior Engineer,1992-10-15,1999-01-01,Development
229911,Ingmar,Jansen,Senior Staff,1992-07-29,1999-01-01,Sales
229911,Ingmar,Jansen,Staff,1985-07-29,1992-07-29,Sales
229922,Arvin,Condotta,Engineer,1989-04-30,1998-04-30,Development
229922,Arvin,Condotta,Senior Engineer,1998-04-30,1999-01-01,Development
229926,Tomofumi,Sgarro,Senior Staff,1990-05-16,1999-01-01,Sales
229926,Tomofumi,Sgarro,Staff,1985-05-16,1990-05-16,Sales
229927,Berto,Valiente,Engineer,1987-10-16,1995-10-16,Development
229927,Berto,Valiente,Senior Engineer,1995-10-16,1999-01-01,Development
229933,Saniya,Itzfeldt,Senior Engineer,1995-08-12,1999-01-01,Development
229937,Huiqun,Butner,Senior Staff,1994-02-02,1999-01-01,Sales
229937,Huiqun,Butner,Staff,1987-02-02,1994-02-02,Sales
229949,Alois,Matzov,Senior Staff,1994-06-27,1999-01-01,Finance
229969,Zine,Walstra,Senior Staff,1994-06-22,1999-01-01,Customer Service
229969,Zine,Walstra,Staff,1987-06-22,1994-06-22,Customer Service
229969,Zine,Walstra,Senior Staff,1994-06-22,1999-01-01,Sales
229969,Zine,Walstra,Staff,1987-06-22,1994-06-22,Sales
229970,Tse,Berendt,Engineer,1993-03-17,2001-03-17,Production
229970,Tse,Berendt,Senior Engineer,2001-03-17,1999-01-01,Production
229989,Qiwen,Braunschweig,Staff,1999-10-22,1999-01-01,Finance
229997,Fai,Zwicker,Senior Staff,1986-09-01,1999-01-01,Sales
230008,Sajjan,Angelopoulos,Senior Staff,1994-02-11,1999-01-01,Sales
230008,Sajjan,Angelopoulos,Staff,1985-02-11,1994-02-11,Sales
230008,Sajjan,Angelopoulos,Senior Staff,1994-02-11,1999-01-01,Marketing
230008,Sajjan,Angelopoulos,Staff,1985-02-11,1994-02-11,Marketing
230022,Xuedong,Skogmar,Staff,1996-03-21,1999-01-01,Sales
230028,Zsolt,Vernadat,Senior Engineer,1997-02-04,1999-01-01,Research
230028,Zsolt,Vernadat,Senior Engineer,1997-02-04,1999-01-01,Development
230029,Wanqing,Kalorkoti,Engineer,1987-05-27,1996-05-26,Development
230029,Wanqing,Kalorkoti,Senior Engineer,1996-05-26,1999-01-01,Development
230046,Nobuyoshi,Hoppenstand,Engineer,1989-04-27,1997-04-27,Customer Service
230046,Nobuyoshi,Hoppenstand,Senior Engineer,1997-04-27,1999-01-01,Customer Service
230046,Nobuyoshi,Hoppenstand,Engineer,1989-04-27,1997-04-27,Production
230046,Nobuyoshi,Hoppenstand,Senior Engineer,1997-04-27,1999-01-01,Production
230047,Yucai,Jullig,Senior Staff,1988-11-17,1999-01-01,Sales
230074,Zito,Templeman,Senior Staff,1995-01-13,1999-01-01,Sales
230074,Zito,Templeman,Staff,1989-01-13,1995-01-13,Sales
230084,Ishfaq,Qiwen,Engineer,1994-08-09,1999-01-01,Production
230091,Waiman,Birjandi,Engineer,1992-10-30,1997-10-30,Development
230091,Waiman,Birjandi,Senior Engineer,1997-10-30,1999-01-01,Development
230116,Kristine,Wilfing,Engineer,1988-04-13,1996-04-13,Production
230116,Kristine,Wilfing,Senior Engineer,1996-04-13,1999-01-01,Production
230121,Zhonghui,Kornatzky,Engineer,1996-07-31,1999-01-01,Production
230130,Kien,Quaggetto,Engineer,1987-05-22,1992-05-21,Production
230130,Kien,Quaggetto,Senior Engineer,1992-05-21,1999-01-01,Production
230180,Adhemar,Kamble,Engineer,1985-09-03,1990-09-03,Production
230180,Adhemar,Kamble,Senior Engineer,1990-09-03,1999-01-01,Production
230182,Urs,Ruemmler,Engineer,1988-01-29,1994-01-28,Production
230182,Urs,Ruemmler,Senior Engineer,1994-01-28,1999-01-01,Production
230188,Snehasis,Krychniak,Senior Staff,2002-04-27,1999-01-01,Human Resources
230188,Snehasis,Krychniak,Staff,1995-04-27,2002-04-27,Human Resources
230192,Oddvar,Mandelberg,Engineer,1989-06-13,1998-06-13,Research
230192,Oddvar,Mandelberg,Senior Engineer,1998-06-13,1999-01-01,Research
230192,Oddvar,Mandelberg,Engineer,1989-06-13,1998-06-13,Development
230192,Oddvar,Mandelberg,Senior Engineer,1998-06-13,1999-01-01,Development
230202,Serge,Gerteisen,Engineer,1985-03-25,1990-03-25,Production
230202,Serge,Gerteisen,Senior Engineer,1990-03-25,1999-01-01,Production
230210,Mayumi,Lamma,Engineer,1986-10-21,1991-10-21,Production
230210,Mayumi,Lamma,Senior Engineer,1991-10-21,1999-01-01,Production
230213,Yishai,Furedi,Technique Leader,1997-08-26,1999-01-01,Development
230219,Heather,Malinowski,Senior Engineer,1988-06-25,1999-01-01,Production
230230,Ipke,Halevi,Senior Engineer,1993-09-23,1999-01-01,Quality Management
230245,Thodoros,Bain,Staff,1996-01-06,1999-01-01,Customer Service
230246,Herbert,Hasham,Engineer,1986-11-03,1992-11-02,Development
230246,Herbert,Hasham,Senior Engineer,1992-11-02,1999-01-01,Development
230252,Soenke,Serra,Senior Staff,1994-06-28,1999-01-01,Human Resources
230252,Soenke,Serra,Staff,1987-06-28,1994-06-28,Human Resources
230255,Ennio,Lorcy,Engineer,1985-08-02,1993-08-02,Development
230255,Ennio,Lorcy,Senior Engineer,1993-08-02,1999-01-01,Development
230280,Karlis,Feinberg,Senior Staff,1986-01-22,1999-01-01,Sales
230290,Deborah,Hopewell,Engineer,1999-06-04,1999-01-01,Development
230296,Uzi,Makinen,Engineer,1988-02-06,1994-02-05,Development
230296,Uzi,Makinen,Senior Engineer,1994-02-05,1999-01-01,Development
230321,Gunilla,Alencar,Senior Staff,1998-10-01,1999-01-01,Marketing
230325,Gio,Kinley,Senior Engineer,1998-11-26,1999-01-01,Development
230331,Nidapan,Beutelspacher,Technique Leader,1987-02-03,1999-01-01,Research
230331,Nidapan,Beutelspacher,Technique Leader,1987-02-03,1999-01-01,Development
230346,Guiseppe,Trumbly,Senior Staff,1990-04-08,1999-01-01,Sales
230346,Guiseppe,Trumbly,Staff,1985-04-08,1990-04-08,Sales
230348,Yongmao,Awdeh,Senior Staff,1994-05-04,1999-01-01,Marketing
230348,Yongmao,Awdeh,Staff,1985-05-04,1994-05-04,Marketing
230353,Siamak,Maierhofer,Senior Staff,1996-07-09,1999-01-01,Sales
230353,Siamak,Maierhofer,Staff,1990-07-10,1996-07-09,Sales
230355,Debaprosad,Lamma,Engineer,1987-08-07,1993-08-06,Production
230355,Debaprosad,Lamma,Senior Engineer,1993-08-06,1999-01-01,Production
230357,Mitchel,Marciano,Engineer,1985-03-02,1990-03-02,Development
230357,Mitchel,Marciano,Senior Engineer,1990-03-02,1999-01-01,Development
230367,Susuma,Lubachevsky,Senior Staff,1998-11-06,1999-01-01,Customer Service
230367,Susuma,Lubachevsky,Staff,1991-11-06,1998-11-06,Customer Service
230367,Susuma,Lubachevsky,Senior Staff,1998-11-06,1999-01-01,Marketing
230367,Susuma,Lubachevsky,Staff,1991-11-06,1998-11-06,Marketing
230378,Brigham,Babu,Senior Staff,1994-11-15,1999-01-01,Sales
230378,Brigham,Babu,Staff,1985-11-15,1994-11-15,Sales
230378,Brigham,Babu,Senior Staff,1994-11-15,1999-01-01,Marketing
230378,Brigham,Babu,Staff,1985-11-15,1994-11-15,Marketing
230385,Kirk,Lorys,Staff,1997-11-15,1999-01-01,Human Resources
230412,Subhrajyoti,Mikschl,Engineer,1986-07-26,1993-07-26,Development
230412,Subhrajyoti,Mikschl,Senior Engineer,1993-07-26,1999-01-01,Development
230419,Mona,Comte,Senior Engineer,1986-03-30,1999-01-01,Production
230426,Make,Riesenhuber,Engineer,1986-10-20,1992-10-19,Quality Management
230426,Make,Riesenhuber,Senior Engineer,1992-10-19,1999-01-01,Quality Management
230444,Edwin,Ghalwash,Engineer,1985-06-29,1990-06-29,Production
230444,Edwin,Ghalwash,Senior Engineer,1990-06-29,1999-01-01,Production
230453,Limsoon,Macedo,Senior Staff,1998-06-24,1999-01-01,Sales
230453,Limsoon,Macedo,Staff,1992-06-24,1998-06-24,Sales
230465,Sajjan,Coullard,Engineer,1988-05-20,1995-05-21,Development
230465,Sajjan,Coullard,Senior Engineer,1995-05-21,1999-01-01,Development
230468,Takahito,Zweizig,Assistant Engineer,1985-03-01,1990-03-01,Development
230468,Takahito,Zweizig,Engineer,1990-03-01,1995-03-01,Development
230468,Takahito,Zweizig,Senior Engineer,1995-03-01,1999-01-01,Development
230480,Udo,Bernini,Senior Staff,1994-08-25,1999-01-01,Sales
230480,Udo,Bernini,Staff,1985-08-25,1994-08-25,Sales
230481,Khaled,Rathonyi,Engineer,1986-01-27,1995-01-27,Development
230481,Khaled,Rathonyi,Senior Engineer,1995-01-27,1999-01-01,Development
230496,Tomokazu,Gips,Engineer,1986-09-08,1992-09-07,Development
230496,Tomokazu,Gips,Senior Engineer,1992-09-07,1999-01-01,Development
230541,Shaunak,Riexinger,Engineer,1986-12-04,1995-12-04,Development
230541,Shaunak,Riexinger,Senior Engineer,1995-12-04,1999-01-01,Development
230545,Bokyung,Baba,Senior Staff,1999-02-19,1999-01-01,Research
230545,Bokyung,Baba,Staff,1993-02-19,1999-02-19,Research
230553,Oldrich,Mapelli,Engineer,1987-12-30,1996-12-29,Development
230553,Oldrich,Mapelli,Senior Engineer,1996-12-29,1999-01-01,Development
230583,Aruna,Velasco,Senior Engineer,1994-11-06,1999-01-01,Production
230594,Basim,Cyne,Engineer,1989-07-20,1997-07-20,Development
230594,Basim,Cyne,Senior Engineer,1997-07-20,1999-01-01,Development
230602,Arnould,Wursthorn,Assistant Engineer,1997-09-27,1999-01-01,Development
230610,Stepehn,Veevers,Staff,1996-04-03,1999-01-01,Sales
